pagination,pagination-href,body,Stars
"81","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","It freezes a lot. Didn't return because I had thrown the box away don't waist your money here when you can get it in a store.","2.0 out of 5 stars"
"72","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","I live in georgia tbilisi... and I  bought this  phone cos it was unlocked... but today when I take phone and put in it my sim cards  on screen was written --- sim network unlock pin --- now what should I do? so was it all lie? if it so why? and how you are going to work so if you lie to every customer?","1.0 out of 5 stars"
"56","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","LTE doesn't work. They sent me a replacement and it still didn't work. Waste of money and time.","1.0 out of 5 stars"
"78","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&sortBy=recent","Great little Samsung phone at a much more reasonable price than signing a two year contract. It is on par with the S1 and S2 that I have owned previously. Sure I would recommend it to a friend.","5.0 out of 5 stars"
"42","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&sortBy=recent","Bought this for my coworker. She was looking a cheap Samsung phone. She loves it. It works perfectly.","5.0 out of 5 stars"
"29","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","ontime dilivery of product","5.0 out of 5 stars"
"77","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&sortBy=recent","I bought this phone from a local telecommunications dealer. If you use your phone constantly: using Whatsapp, taking photos, reading emails and browsing online, stay away from this device. It freezes constantly. Whats worse, many times you are required to remove the battery in a hard reset  and reboot to get it to unfreeze. This is very irritating because I paid nearly 10 USD for a case I now have to throw aside, because I was constantly removing the case to reboot the phone. Do yourself a favour and stay away from this phone, especially if you are a phone addicted person.","2.0 out of 5 stars"
"88","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&sortBy=recent","Absolutely in love with this phone. Works great and is a great piece of tech for the price. I'm using it right now!","5.0 out of 5 stars"
"40","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&sortBy=recent","I got this order 1 day after the posted delivery date, and when I tried to charge the phone it didnt allow me to do so.

Very disappointed","1.0 out of 5 stars"
"36","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","excellent!","5.0 out of 5 stars"
"48","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","Doesn't pick up networks","1.0 out of 5 stars"
"67","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","Awesome phone would buy another if i needed to","5.0 out of 5 stars"
"71","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","Best","5.0 out of 5 stars"
"57","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&sortBy=recent","Pretty good soo far!! :D","5.0 out of 5 stars"
"47","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&sortBy=recent","Work perfect but this cellphone dont have music player .","4.0 out of 5 stars"
"25","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","The phone needs charging all the time ..
But it's ok","3.0 out of 5 stars"
"71","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","What a wretched disaster as a Samsung phone. Two months and it totally crashed, overheating in my hand and going to black! First it came set up for Great Britain. Had to learn to switch it to American English. Not friendly at all. Finally, I got it where I thought it was at least useful and then it died. Amazon has promised a refund. I've always had Samsung phones but think this should be pulled from the market. I learned, after checking on the black screen/over heating issue that this is a known problem. In my case, it totally burned out the phone. None of the work arounds for an overheated phone worked. Would not take a charge in any way shape or form. Recommend finding another phone. I did because I am totally smart phone dependent because I travel. Bought a new phone at the service vendors retail store. Used up most of the morning, but it was a breeze to set up and use. This one, the Galaxy Grand Prime, was a real mistake.","1.0 out of 5 stars"
"29","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","Best line of phones. No complaints. Still going strong to this day.","5.0 out of 5 stars"
"35","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","it's worth having for casual use but i have to keep restarting the phone because it'll start overheating and/or the phone starts freezing despite not having apps open (i'll trying to turn off the screen and turn it back on but it wouldn't let me even after waiting a couple minutes - plus the lock screen was lagging/freezing so much that i couldn't input my password). opening apps increases the chance that the freezing happens

it's definitely not worth any price over $100 but if you want to be cool and show off your samsung phone just for name's sake this is a decent phone to get. other than the technical flaws, the phone takes alright pictures and sometimes lets you surf social media peacefully.","3.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","For some reason this phone does not have NFC I'm returning it.","1.0 out of 5 stars"
"63","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&sortBy=recent","Perfect!  Thank you!","5.0 out of 5 stars"
"14","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Nice phone.","5.0 out of 5 stars"
"9","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&sortBy=recent","So far, so good.  I got this for my daughter who misbehaved the day before it arrived.  So it took her a few weeks to earn it.  I just opened it and it appears to be new.  So far, so good. Will update if there is an issue.  I have the galaxy 4 and it seems about the same as that.","4.0 out of 5 stars"
"53","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","its original came sealed phone works good bought it as a gift for a friend also fast delivery","4.0 out of 5 stars"
"37","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","Great phone.","5.0 out of 5 stars"
"43","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&sortBy=recent","This phone is awesome!","5.0 out of 5 stars"
"5","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","Perfect!!!","5.0 out of 5 stars"
"85","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","Had a shipping problem, but the phone is ok.","4.0 out of 5 stars"
"4","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Works good","4.0 out of 5 stars"
"9","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&sortBy=recent","Nice and new just put my cricket  Sim in it ND it worked  just fine happy me...and planning  to buy it again for my hubby soon","4.0 out of 5 stars"
"77","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&sortBy=recent","Can this phone make vedio call","2.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","Why after a year this phone's hardware is destroyed.. Not even a sign that it was going bad.. Really upset..","3.0 out of 5 stars"
"","","ok","5.0 out of 5 stars"
"50","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&sortBy=recent","Currently using it and typing this review with the actual cellphone I bought,  good good","5.0 out of 5 stars"
"26","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","Slow","2.0 out of 5 stars"
"2","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","Great phone. Beat my expectations.  Arrived on time, no problem on start up here in Mexico.  Recomment seller.","5.0 out of 5 stars"
"14","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","I love my Samsung galaxy grand prime, thank you so much recommend this seller","5.0 out of 5 stars"
"37","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","I cancelled my order because of the ""Regional Lock"" nonsense. There's way too much confusion around it, and I had no time to be able to activate in the US before taking it out of the country.","1.0 out of 5 stars"
"13","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","Broken in 4 months and horrible customer service. Pay more and buy Apple.

Stay away from Samsung.","1.0 out of 5 stars"
"48","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","For this price it`s ok.","5.0 out of 5 stars"
"85","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","will recommend..good phone at affordable price","4.0 out of 5 stars"
"53","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","great for on the go!","4.0 out of 5 stars"
"61","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&sortBy=recent","Excelent","5.0 out of 5 stars"
"57","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&sortBy=recent","This phone has so many bugs right from the start. Not worth the money. Go with the asus unlocked phone.","1.0 out of 5 stars"
"15","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","Like so far but overall not excited as I thought I would after reading all of those great reviews, Goes to show everyone experience is different.It took forever to pick up a network, I had to take it to the store and have them fix it and it took them forever to get it working, the only option was to reverse it to factory setting to get it to work.","3.0 out of 5 stars"
"38","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&sortBy=recent","Is there a warranty on this phone?","3.0 out of 5 stars"
"21","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","Pls does the phone comes with the earbud, charger and menu and does it support external memory ???? Bcos am buying for an auntie as a gift. Thank you","5.0 out of 5 stars"
"91","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","Thanks guys for opening my eyes, I did not know that we have unlocked us phones only and others unlocked international. My family is out of us and calling them is a hassle cause the phone that I have- unlocked thou, can not call unless I switch Sim card. What a confusing world and business? I had thought of this one but now I need to hold my horses. Unless someone there has trusted one","2.0 out of 5 stars"
"57","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&sortBy=recent","The phone freezes up. It is of poor quality.","1.0 out of 5 stars"
"35","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","After two months of using this smartphone, I can say that is not very good, is very slow in reviewing websites and hangs when downloading applications. Not recommendable.","1.0 out of 5 stars"
"84","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","I have to reset it at least once a day.  it freezes a lot.  Its also freaks out if you want to do other things on the phone while talking on it.  Other than that I love it.","3.0 out of 5 stars"
"48","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","Great product !!","4.0 out of 5 stars"
"7","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Very good producto","3.0 out of 5 stars"
"11","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&sortBy=recent","If you are looking for a good Galaxy phone, this is the one to get.
For the price, it feels very well constructed. The screen resolution is decent enough to view pictures, play games and watch videos.
The response on the phone is snappy. Be sure to keep your internal memory free as much possible, you will slow down the phone if you have too many items. Since it does have an option to add a micro SD card, be sure to use as much possible to avoid running out of space in your internal storage.
Overall the phone is very good and i recommend it.","5.0 out of 5 stars"
"71","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","its ok","3.0 out of 5 stars"
"47","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&sortBy=recent","it freeze all the time. awful phone. too bad because it had potential but i have to restart it at least 5 times per day. not worthy at all. i wished i've never bought it.","1.0 out of 5 stars"
"49","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&sortBy=recent","Slow.","3.0 out of 5 stars"
"65","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&sortBy=recent","Excellent","5.0 out of 5 stars"
"34","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","This is a defective phone, and has caused me a lot of grief and frustration. Vary diffacult  inconvenient  Malfunction. I've lost time and money anxiously trying to find resolution so I can move on. If anyone's considering buying this phone don't, they need to be recalled or discontinued period!..","1.0 out of 5 stars"
"20","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","This phone is an amazing device and gets all my daily tasks done.
Pros:
-Call Quality
-Texting speed
-Sleek Body
-Quality Samsung feel
-Nice battery life
Cons:
-Not HD display (come on its 5 inches and it's not even 720, it's 540)
-Camera is mediocre (my ipod touch 6th gen crushes it on every aspect)","4.0 out of 5 stars"
"","","Great phone","5.0 out of 5 stars"
"81","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","Its Ok for the price, freezes alot though","3.0 out of 5 stars"
"36","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","This is the worst phone I've owned since my old flip phone. It is incredibly slow, laggy, and it freezes constantly. I need to restart it everyday just for it to function semi-properly. I also have not been able to download the new 5.1.1 operating system.","2.0 out of 5 stars"
"29","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&sortBy=recent","I bought this for a loved one, decent phone for the price but she said it freezes a lot and it is not as fast as expected. For the price they offering it I'd recommend buying a used iPhone and get it over with ! Disappointed !!","2.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","slow","2.0 out of 5 stars"
"67","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","Please don't buy this phone.. I got this phone today and found out that everything is blurry in variety colors and the camera.. I wouldn't recommend to no one..","1.0 out of 5 stars"
"3","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&sortBy=recent","Love this phone.","5.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","Very good phone at a great price! The Phone is new with very good packing!
I had to downgrade because of the product's performance. It worked well for a couple of months, but after that there are a lot of issues with this phone.  It keeps restarting, it restarts in the middle of typing an email, or text message, or doing something important, this is so frustrating.  I had to wait for it to restart & start all over again. Some apps do not work at all, I cannot open them at all, if I do, the phone will hang & restart.  These apps are not third party, they are downloaded from Google play.  Well, I guess that is what you get for this price.  I would certainly not recommend this phone to anyone who wants to do a few more things other than just reading email, listening to music & watching videos.","1.0 out of 5 stars"
"","","So slow. Some apps don't work.","1.0 out of 5 stars"
"64","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&sortBy=recent","This is not the same model as presented on the Tmobile website as of late Aug. 2015.  That phone is 4g and offers wifi calling.  This phone is 3g and absolutely does not support Wifi calling.  That is to say, if you want your phone to use your home wifi as a priority over cell line for phone calls, this is a different model.  A very slightly differently numbered model with the same friggin' name but a different model.  You'll have to spring for the one on the Tmobile website (at greater expense) as of Aug. 2015 if you want 4g and wifi calling.  Sending this one back.  Hope the Tmobile version will unlock for trip to Europe.  Man this cell phone stuff is PiTA to the max.  Why is it so hard to get a true story from people at phone co's?  We have visited the stores, the websites, called, researched....everyone has a different story.  We finally decided to just buy one and see if we could get it set up.  Nope nope nope.  Sigh.","2.0 out of 5 stars"
"31","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&sortBy=recent","Love it , Fast delivery , came as described,  works perfectly with great quality","5.0 out of 5 stars"
"93","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","The phone is not unlocked","1.0 out of 5 stars"
"32","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","Love the phone however it is easy to shatter. So be careful while handling. My rec is to buy a piece of tempered glass for it! you won't regret it.","3.0 out of 5 stars"
"17","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","I bought this case put it on a new phone a week later ran over it with a car it broke the clip on the case but did not damage the phone I ordered another case it seems to be the best I've ever had and I've had a few","5.0 out of 5 stars"
"7","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Excellent","5.0 out of 5 stars"
"","","Used with straight talk and works awesome.","5.0 out of 5 stars"
"61","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&sortBy=recent","Nice phone but sub par. I had lost my s5 active & needed a phone necessary for my job. Grand prime is a sideline phone. It works. Lots of lags & connection problems with WiFi & data.","3.0 out of 5 stars"
"79","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","Excellent. I'm using it in Nicaragua and work fine.","5.0 out of 5 stars"
"43","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&sortBy=recent","works good! very good price.","4.0 out of 5 stars"
"21","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","This lasted 6 months and because I didn't understand the implications of an international phone, I am stuck. The seller won't help me and neither will Amazon. Don't Buy!","1.0 out of 5 stars"
"50","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&sortBy=recent","I hate this phone.  I bought it in July and I've tried to give it as much hope as I possibly could, but I can't.  It  freezes up continuously and it is SLOW!!!!!!  I've uninstalled every non-essential app that I could, my SD card still has lots of space, but it's still slow. If I want to make a phone call, I have to wait a couple MINUTES for the Keypad to appear.  Taking pictures?  by the time the various apps I've tried to use have opened, the moment has long passed.  I bought this because it allowed me to use 2 sim cards, but at this rate, I'd be better off using 2 phones.

Ugh, Samsung...I'm not impressed.","1.0 out of 5 stars"
"45","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","veryyy goood","5.0 out of 5 stars"
"34","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","I purchase it for m daughter.  She loves it.
So far everything works. Amazing battery life. Good phone for this price.","5.0 out of 5 stars"
"51","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&sortBy=recent","Very Nice. Good Good Good","5.0 out of 5 stars"
"84","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","Perfect phone","5.0 out of 5 stars"
"30","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&sortBy=recent","I'm a long time Samsung phone user and have always loved them and was bummed when my Galaxy S3 went on the fritz. This was a better price then if I walked into Tmobile to buy a new phone. It came when expected and charded quickly enough. The first couple days my service was very in and out and I wasn't receiving my texts until hours after someone sent them about 50% of the time. By th 3rd or 4th day everything was great anworking as it should. The screen is a good size and clear. It does have a spot for 2 SIM cards and I only use one. My only complaint and its not even really an issue, is that when I want to open my call list I have to click SIM 1 then calls only otherwise it shows every text incoming and outgoing as well as the calls.","5.0 out of 5 stars"
"13","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","Good","4.0 out of 5 stars"
"6","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&sortBy=recent","I buy this phone for a friend and he love it perfect.","5.0 out of 5 stars"
"89","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&pageNumber=89&sortBy=recent","Great phone! Have had around a month. No issues yet.","5.0 out of 5 stars"
"61","http://www.amazon.com/Samsung-Unlocked-Smartphone-International-Version/product-reviews/B00OKU5RPE/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&sortBy=recent","Nice phone, a little slow sometimes, but a good phone at that prize","4.0 out of 5 stars"
