pagination,pagination-href,body,Stars
"32","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","The iphone 6 was in perfect condition. This is my second iphone that I bought on Amazon and the first one lasted a long time (almost 3 years). So far I haven't had any problems with the phone itself. It turns on quickly, opens apps smoothly and it charges quickly and doesn't loose it's charge.","5.0 out of 5 stars"
"85","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","excellent","4.0 out of 5 stars"
"121","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&sortBy=recent","perfect","5.0 out of 5 stars"
"126","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&sortBy=recent","Excelent","5.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Perfect, phone is upto the description","5.0 out of 5 stars"
"129","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&pageNumber=129&sortBy=recent","I wanted to write a review because the reviews that I read were very important to me when I was trying to decide what iPhone 6 to order. My iPhone 6 is working GREAT!  We live overseas and so I had to buy an unlocked phone to be able to use in the states and overseas.  This one worked awesome!  I did take it to my local AT&T office to switch the chip, but that is more because I am not technically savvy and wanted to make sure that nothing went array.  I would recommend this phone and this seller.","5.0 out of 5 stars"
"36","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","Inside the box came a 64gb iphone 6 and used, was not new, I cheated, and details of consideration, in the part where volume was up screen does not fit, is broken down the glass as if it replaced the screen","1.0 out of 5 stars"
"24","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&sortBy=recent","very good","5.0 out of 5 stars"
"130","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&sortBy=recent","excellet","4.0 out of 5 stars"
"134","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&sortBy=recent","my husband got this phone in exchange for his faulty note3. he absolutley loves it. he especially loves using the slow mo video feature.","5.0 out of 5 stars"
"68","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&sortBy=recent","As advertised.","5.0 out of 5 stars"
"33","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&sortBy=recent","This phone is bad. The screen gives me a terrible, TERRIBLE headache. Can not text for more than 5 minutes with out getting vertigo. Piece of crap phone do buy it.","1.0 out of 5 stars"
"111","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&sortBy=recent","Thank's","4.0 out of 5 stars"
"102","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&sortBy=recent","Excelent","5.0 out of 5 stars"
"35","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","satisfied with product","5.0 out of 5 stars"
"119","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&pageNumber=119&sortBy=recent","attractive and beast, loving it.","5.0 out of 5 stars"
"123","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&sortBy=recent","Perfect","5.0 out of 5 stars"
"66","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&sortBy=recent","Excellent. The package arrived full, phone and accessories. Unlocked for use in Venezuela. Thank You","5.0 out of 5 stars"
"69","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&sortBy=recent","Excellent!","5.0 out of 5 stars"
"33","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&sortBy=recent","The equipment came without the normal operations instructions ... I asked for a 64 GB and they sent 16GB ... The DC/Usb plug didn't fit on the recharge slot ( so impossible to charge... Used my old wire and was the same) ... And beside all of this the quality of the box seams really far away from the normal Apple qualities . Seller like this should be kick out from Amazon .","1.0 out of 5 stars"
"97","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&sortBy=recent","ok","5.0 out of 5 stars"
"136","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&sortBy=recent","Excellent product","5.0 out of 5 stars"
"91","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","Like other Apple products It's fabulous. I just love the resolution as well as the supreme design.","5.0 out of 5 stars"
"106","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&pageNumber=106&sortBy=recent","I've had the 6 and the 6 plus and the 6 plus seems like it should still be in beta. The screen has been programmed to be less bright to save your battery life. The touch screen isn't as good, kind of like a Samsung, and the phone is slow, kind of methodical. It doesn't seem to have enough power to smoothly scroll. What happened here Apple?","2.0 out of 5 stars"
"129","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&pageNumber=129&sortBy=recent","It is awesome","5.0 out of 5 stars"
"51","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&sortBy=recent","Great!!","5.0 out of 5 stars"
"36","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","The best phone that I have no I've ever have!!!","5.0 out of 5 stars"
"","","Received the iPhone, got it set up only to find that there is a dead spot just right of the home button that extended all the way up causing it difficult to use the letters ""U, H, B"" and the apps in line with the dead spot.  I had to end up taking it in and have a new screen put on it ($115.00) an expense that is unnecessary given these phones are expensive.  it's working good now except the ""finger ID"" isn't working due to latest iOS update but can live with that.  I do like the iPhone 6. Much better than my iPhone 4s I have forever, that is a good solid working phone.  JemJem was willing to take it back on return and send a new one however, I couldn't go a couple weeks with out a phone.  It's all good, stuff happens.","3.0 out of 5 stars"
"22","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&sortBy=recent","Dont be fooled into getting the Iphone 6s. This is the phone you want. With a clear advantage over the previous Iphone 5s and none of the kinks of the new phone, this has the advantage. Once again Apple has been smart and done away with the back glass, removing one risk if dropped. The speed is incredible, I can leave 20 apps all running at the same time, GPS locators on all and so on and it wont slow down. Lets face it in todays digital age a screen this size is a very welcome addition as well.","5.0 out of 5 stars"
"37","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","great product, fast ship, good price","5.0 out of 5 stars"
"131","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&sortBy=recent","10 points","5.0 out of 5 stars"
"40","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&sortBy=recent","The charger cord over heated and melted! Apparently Apple isn't producing a charger capable to power the iPhones correctly. I had to buy a different charging adapter that could hold the power and not over heat. The phone itself works great! :)","4.0 out of 5 stars"
"96","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_96?ie=UTF8&pageNumber=96&sortBy=recent","I really love it. It has many features that I started using. But I do not see ""GPS me""  icon on this iphone which was in the previous iphone 3 version.","5.0 out of 5 stars"
"122","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&sortBy=recent","Best Cellphone iever had! The Design is really nice and it works very fast! Movies are keener than the reallity :)
But of course you need some more items for a perfect usage.
First you should buy a case :
-------------------------------------
http://www.amazon.com/gp/search/ref=as_li_qf_sp_sr_il_tl?ie=UTF8&camp=1789&creative=9325&index=aps&keywords=iphone%206%20case&linkCode=as2&tag=reisepetze-20&linkId=AGUZFUVZLYROVDFP

and if you want to see your pictures and movies on your tv, and use your iphone as remote controller, you also need
this adapter :
------------------

http://www.amazon.com/gp/product/B00KRCO7L4/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00KRCO7L4&linkCode=as2&tag=reisepetze-20&linkId=JV47R5W7EJDOF74R","5.0 out of 5 stars"
"82","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&sortBy=recent","Excellent product, arrived on time.","5.0 out of 5 stars"
"34","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","I love it. It do a lot of stuff better than my other phone","5.0 out of 5 stars"
"118","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&sortBy=recent","It what I want","4.0 out of 5 stars"
"46","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&sortBy=recent","good phone and super east to use.","5.0 out of 5 stars"
"23","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","The phone has been great having had it for a little less than a month now. There was a very small scratch on the top right corner and a small wear mark on the bottom right corner but these were expected given the description of the phone by the seller. Overall, I am very please with the phone.","5.0 out of 5 stars"
"91","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","Five Stars","5.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","Beautiful phone and very powerful. All my family use it. I love Apple since Iphone 3GS. THis phone's awesome than others phone. I love ios and iphone 6 is best choise. Large sceen and very fashion. Wow.","5.0 out of 5 stars"
"83","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&sortBy=recent","Great phone I have ever had. nice design and long battery life. Easy to use, not complicated like android based phones.","5.0 out of 5 stars"
"86","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&sortBy=recent","The phone came as new as suggested. Awesome phone. Unlock,The only issue was the pics were blurr in night.","4.0 out of 5 stars"
"74","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","excelente","5.0 out of 5 stars"
"20","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","fast and easy","5.0 out of 5 stars"
"10","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&sortBy=recent","phone was in great condition and everything worked right out of the box.","5.0 out of 5 stars"
"48","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&sortBy=recent","a wonderful gift for my brother","5.0 out of 5 stars"
"73","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&sortBy=recent","Excellent","5.0 out of 5 stars"
"71","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","Good","5.0 out of 5 stars"
"93","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","Ok","5.0 out of 5 stars"
"130","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&sortBy=recent","Amazing :)","5.0 out of 5 stars"
"50","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&sortBy=recent","Nice phone, always an apple fan. No complaints","5.0 out of 5 stars"
"43","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&sortBy=recent","I ordered a new phone, as was written in the announcement of the sale. The seller told me he wrote, and I told him - I need a new phone factory. As a result, the activated phone has come with a guarantee of almost finished, and the original factory, and premise came refrebushed phone. Box is not the original, and accessories is also not original. The case phone with large gaps in the case. More book with this seller, I'm not going, and you do not advise.","1.0 out of 5 stars"
"85","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","Good.","4.0 out of 5 stars"
"31","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&sortBy=recent","All excellent","5.0 out of 5 stars"
"28","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&sortBy=recent","amazing","5.0 out of 5 stars"
"102","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&sortBy=recent","Excelente","4.0 out of 5 stars"
"88","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&sortBy=recent","OK","5.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Dropped it one foot from the ground with a case on and it completely shattered.","1.0 out of 5 stars"
"35","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","At first I was very hesitant to buy this iPhone.
My reasons are because of the price and that it is online and you never know who you are actually buying an item from or even if it's the right item.

My iPhone 6 (space gray) arrived two days ago and I can't be happier. This phone is amazing and I got exactly what I paid for! You won't regret it!","5.0 out of 5 stars"
"26","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","Looks good and works well. No stratches, no issues. Thanks!","4.0 out of 5 stars"
"78","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&sortBy=recent","everything was as expected , original packing , genuine phone ,","5.0 out of 5 stars"
"11","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&sortBy=recent","First I must disclose I am an Apple addict so of course I love me latest iPhone after old faithful finally bit the dust. I love the size that is just right to still have a large display but does not require its own zip code and easily fit in my back packet. The display is bright and vibrant with a sharp display. Its thin enough not to give me block cell phone but. It is truly light speeds fast than my Iphone 5 with the expanded LTE access. I also enjoy the updated version of  sire that actually understands my deep southern draw.","5.0 out of 5 stars"
"86","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&sortBy=recent","It's the same what I buy","5.0 out of 5 stars"
"27","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&sortBy=recent","Sucks","1.0 out of 5 stars"
"43","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&sortBy=recent","It freezes up a lot.. Has a lot of scratches that the pictures don't show","2.0 out of 5 stars"
"126","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&sortBy=recent","Good investment, delivered as promised and 100% satisfied.","5.0 out of 5 stars"
"116","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_116?ie=UTF8&pageNumber=116&sortBy=recent","nice phone..good seller..","5.0 out of 5 stars"
"5","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","Charger doesn't work","4.0 out of 5 stars"
"49","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&sortBy=recent","its iPhone. No comments","5.0 out of 5 stars"
"136","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&sortBy=recent","Make sure find my iPhone is off before you buy it, or the iPhone is useless. Erasing everything off iPhone and setting up as new is the best bet.","5.0 out of 5 stars"
"93","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&sortBy=recent","So this was very effective in helping me communicate and get closer to my lord and savior, Satan. Now, before this, I had some sort of Android device. And while I was still able to communicate, the connection just was not as clear and pristine, and I didn't feel the emotional bond that I feel now. Not only is this a great device for communicating verbally, but it really does help you connect with those who are not quite human on a deeper level. He was able to use me as a vessel, getting in and out of my body in a cleaner and quicker manner through the iPhone, that other smart phones really just can't offer.","5.0 out of 5 stars"
"53","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","Very fast shipping, item arrived as described.","5.0 out of 5 stars"
"34","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","It has a lot of features and more.........  It an excellent phone","5.0 out of 5 stars"
"126","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&sortBy=recent","Excellent.!!","5.0 out of 5 stars"
"35","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","Really happy with my product! Will be buying from them more often.","5.0 out of 5 stars"
"5","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","Great phone works well, mine came with a problem, the hollow where you plug in the headphones doesnt work","4.0 out of 5 stars"
"91","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","Excellent product. It was what I expected. 100% recommended!","5.0 out of 5 stars"
"45","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","Good! Seller! 100% recommended!. Exelentt phone! Amazing!  Iphone 6 The best!","5.0 out of 5 stars"
"85","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","excellent product, responsible seller
100 % recommended seller.
everything very good","5.0 out of 5 stars"
"81","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","I recently just got a new iPhone 6, I love it! It works great! & they are 100% positive!","5.0 out of 5 stars"
"46","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&sortBy=recent","It was perfect","5.0 out of 5 stars"
"45","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","Was not space gray but I still like it any ways","3.0 out of 5 stars"
"61","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&sortBy=recent","This phone is pretty easy to use but...these are the issues I have with it. It doesn't have enough space. Can't have many pictures or apps. I have to keep deleting things or the camera doesn't work. Every time I upgrade it downloads another app that I don't want or need and I can't delete it. I don't have an apple watch! Why would I need the app? Also when I charge the phone in any car the radio gets fuzzy. It also uses data when I'm connected to WIFI! I'm a new mother of twins. I sometimes don't get out of the house for days at a time but I'm getting text messages saying ""you have used 75% of your data"". How? Verizon blames Apple. They say the phone uses data even if you are connected to WIFI. I only work the weekends! I thought 3 GB would be enough since I'm connected to WIFI 5 out of 7 days. guess not!","2.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","It's great","5.0 out of 5 stars"
"34","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","The cellphone was a gif , so I didn't like somethinks abouth the cellphone
- the box was white in the front , didn't have like the original box
- the conector was other,  like fake and in black color
- the cellphone is ok
- the headphones are ok","3.0 out of 5 stars"
"56","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","Everything was great! Shipped in two days!","5.0 out of 5 stars"
"121","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&sortBy=recent","Excellent, exactly what I wanted.","5.0 out of 5 stars"
"113","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&sortBy=recent","Vg","5.0 out of 5 stars"
"105","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&pageNumber=105&sortBy=recent","Very fast shipping, and so happy to have my iphone without any problem.","5.0 out of 5 stars"
"128","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&sortBy=recent","The iPhone 6 is a great smartphone in all respects, but compared to my iPhone 5 and the earlier iPhones, the iphone 6 is much more "" slippery"" and likely to be dropped.  The light weight, the smoothly rounded tapered edges, the thinness, and the slightly larger size all contribute to this. So in my opinion a case, even a thin minimalist case, is absolutely necessary to avoid expensive damage.","5.0 out of 5 stars"
"30","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&sortBy=recent","Works very good but will turn off once in a while other then that I love it looks brand new","4.0 out of 5 stars"
